#道具ID（全局唯一 但不要超过14位）	道具名称（客户端用来显示）	icon	描述	初始等级	道具主类型（类型配置见【道具配置说明.txt】）	道具子类型	品质	武将限制	职业限制	等级限制	售卖货币类型(AssetType)	出售	幸运市场价值（幸运值）	竞技市场中的价格（竞技点）	物理攻击最小值	物理攻击最大值	物理防御最小值	物理防御最大值	法术攻击最小值	法术攻击最大值	法术防御最小值	法术防御最大值	生命最小值	生命最大值	熔炼消耗	精炼消耗	"掉落关卡id（,分隔）"	掉落关卡text（;分隔）	最大成长度
id	name	icon	describe	level	classify	type	quality	reqrole	reqjob	reqlevel	sellmoneytype	sellprice	luckyprice	arenaprice	minphyatk	maxphyatk	minphydef	maxphydef	minmgcatk	maxmgcatk	minmgcdef	maxmgcdef	minhp	maxhp	meltcost	refinecost	dropid	droptext	maxgrow
17030620	黄级龙胆	wqjz10.png	70级紫色近战武器	70	1	1	4	0	1	70	2	250	1	1	2444	2948	244	294	0	0	0	0	0	0	100000	0	18021404	试炼14-4掉落	635
17030621	黄级龙胆+	wqjz10.png	70级紫色+1近战武器	70	1	1	5	0	1	70	2	500	1	1	3258	3794	325	379	0	0	0	0	0	0	150000	0	18021404	试炼14-4掉落	730
17030622	黄级龙胆	wqjz10.png	70级橙色近战武器	70	1	1	6	0	1	70	2	1000	1	1	4149	4735	414	473	0	0	0	0	0	0	0	200000	18021404	试炼14-4掉落	825
17030623	黄级龙胆+	wqjz10.png	70级橙色+1近战武器	70	1	1	7	0	1	70	2	5000	1	1	5166	5793	516	579	0	0	0	0	0	0	0	300000	18021404	试炼14-4掉落	920
17030624	黄级易经	wqms10.png	70级绿色谋士武器	70	1	3	1	0	3	70	2	100	1	1	0	0	0	0	1749	1919	0	0	0	0	10000	0	18021503	试炼15-3掉落	350
17030625	黄级易经	wqms10.png	70级蓝色谋士武器	70	1	3	2	0	3	70	2	150	1	1	0	0	0	0	2099	2302	0	0	0	0	50000	0	18021503	试炼15-3掉落	445
17030626	黄级易经+	wqms10.png	70级蓝色+1谋士武器	70	1	3	3	0	3	70	2	200	1	1	0	0	0	0	2519	2763	0	0	0	0	80000	0	18021503	试炼15-3掉落	540
17030627	黄级易经	wqms10.png	70级紫色谋士武器	70	1	3	4	0	3	70	2	250	1	1	0	0	0	0	2997	3616	0	0	0	0	100000	0	18021503	试炼15-3掉落	635
17030628	黄级易经+	wqms10.png	70级紫色+1谋士武器	70	1	3	5	0	3	70	2	500	1	1	0	0	0	0	3997	4655	0	0	0	0	150000	0	18021503	试炼15-3掉落	730
17030629	黄级易经	wqms10.png	70级橙色谋士武器	70	1	3	6	0	3	70	2	1000	1	1	0	0	0	0	5090	5810	0	0	0	0	0	200000	18021503	试炼15-3掉落	825
17030630	黄级易经+	wqms10.png	70级橙色+1谋士武器	70	1	3	7	0	3	70	2	5000	1	1	0	0	0	0	6336	7108	0	0	0	0	0	300000	18021503	试炼15-3掉落	920
17030631	黄级落月	wqyc10.png	70级绿色远程武器	70	1	2	1	0	2	70	2	100	1	1	1826	1997	0	0	0	0	0	0	0	0	10000	0	18021501	试炼15-1掉落	350
17030632	黄级落月	wqyc10.png	70级蓝色远程武器	70	1	2	2	0	2	70	2	150	1	1	2191	2397	0	0	0	0	0	0	0	0	50000	0	18021501	试炼15-1掉落	445
17030633	黄级落月+	wqyc10.png	70级蓝色+1远程武器	70	1	2	3	0	2	70	2	200	1	1	2629	2876	0	0	0	0	0	0	0	0	80000	0	18021501	试炼15-1掉落	540
17030634	黄级落月	wqyc10.png	70级紫色远程武器	70	1	2	4	0	2	70	2	250	1	1	3128	3764	0	0	0	0	0	0	0	0	100000	0	18021501	试炼15-1掉落	635
17030635	黄级落月+	wqyc10.png	70级紫色+1远程武器	70	1	2	5	0	2	70	2	500	1	1	4171	4846	0	0	0	0	0	0	0	0	150000	0	18021501	试炼15-1掉落	730
17030636	黄级落月	wqyc10.png	70级橙色远程武器	70	1	2	6	0	2	70	2	1000	1	1	5312	6048	0	0	0	0	0	0	0	0	0	200000	18021501	试炼15-1掉落	825
17030637	黄级落月+	wqyc10.png	70级橙色+1远程武器	70	1	2	7	0	2	70	2	5000	1	1	6613	7399	0	0	0	0	0	0	0	0	0	300000	18021501	试炼15-1掉落	920
17030638	黄级龙麟	fjwf10.png	70级绿色物理防具	70	2	1	1	0	0	70	2	100	1	1	0	0	713	782	0	0	0	0	913	998	10000	0	18021505	试炼15-5掉落	350
17030639	黄级龙麟	fjwf10.png	70级蓝色物理防具	70	2	1	2	0	0	70	2	150	1	1	0	0	855	938	0	0	0	0	1095	1198	50000	0	18021505	试炼15-5掉落	445
17030640	黄级龙麟+	fjwf10.png	70级蓝色+1物理防具	70	2	1	3	0	0	70	2	200	1	1	0	0	1026	1126	0	0	0	0	1314	1438	80000	0	18021505	试炼15-5掉落	540
17030641	黄级龙麟	fjwf10.png	70级紫色物理防具	70	2	1	4	0	0	70	2	250	1	1	0	0	1222	1474	0	0	0	0	1564	1882	100000	0	18021505	试炼15-5掉落	635
17030642	黄级龙麟+	fjwf10.png	70级紫色+1物理防具	70	2	1	5	0	0	70	2	500	1	1	0	0	1629	1897	0	0	0	0	2085	2423	150000	0	18021505	试炼15-5掉落	730
17030643	黄级龙麟	fjwf10.png	70级橙色物理防具	70	2	1	6	0	0	70	2	1000	1	1	0	0	2074	2367	0	0	0	0	2656	3024	0	200000	18021505	试炼15-5掉落	825
17030644	黄级龙麟+	fjwf10.png	70级橙色+1物理防具	70	2	1	7	0	0	70	2	5000	1	1	0	0	2583	2896	0	0	0	0	3306	3699	0	300000	18021505	试炼15-5掉落	920
17030645	黄级镜芒	fjff10.png	70级绿色法术防具	70	2	2	1	0	0	70	2	100	1	1	0	0	0	0	0	0	713	782	913	998	10000	0	18021405	试炼14-5掉落	350
17030646	黄级镜芒	fjff10.png	70级蓝色法术防具	70	2	2	2	0	0	70	2	150	1	1	0	0	0	0	0	0	855	938	1095	1198	50000	0	18021405	试炼14-5掉落	445
17030647	黄级镜芒+	fjff10.png	70级蓝色+1法术防具	70	2	2	3	0	0	70	2	200	1	1	0	0	0	0	0	0	1026	1126	1314	1438	80000	0	18021405	试炼14-5掉落	540
17030648	黄级镜芒	fjff10.png	70级紫色法术防具	70	2	2	4	0	0	70	2	250	1	1	0	0	0	0	0	0	1222	1474	1564	1882	100000	0	18021405	试炼14-5掉落	635
17030649	黄级镜芒+	fjff10.png	70级紫色+1法术防具	70	2	2	5	0	0	70	2	500	1	1	0	0	0	0	0	0	1629	1897	2085	2423	150000	0	18021405	试炼14-5掉落	730
17030650	黄级镜芒	fjff10.png	70级橙色法术防具	70	2	2	6	0	0	70	2	1000	1	1	0	0	0	0	0	0	2074	2367	2656	3024	0	200000	18021405	试炼14-5掉落	825
17030651	黄级镜芒+	fjff10.png	70级橙色+1法术防具	70	2	2	7	0	0	70	2	5000	1	1	0	0	0	0	0	0	2583	2896	3306	3699	0	300000	18021405	试炼14-5掉落	920
17030652	黄级赤兔	mwg10.png	70级绿色物攻马	70	3	0	1	0	1;2	70	2	100	1	1	913	998	0	0	0	0	0	0	456	499	10000	0	18021504	试炼15-4掉落	350
17030653	黄级赤兔	mwg10.png	70级蓝色物攻马	70	3	0	2	0	1;2	70	2	150	1	1	1095	1198	0	0	0	0	0	0	547	599	50000	0	18021504	试炼15-4掉落	445
17030654	黄级赤兔+	mwg10.png	70级蓝色+1物攻马	70	3	0	3	0	1;2	70	2	200	1	1	1314	1438	0	0	0	0	0	0	657	719	80000	0	18021504	试炼15-4掉落	540
17030655	黄级赤兔	mwg10.png	70级紫色物攻马	70	3	0	4	0	1;2	70	2	250	1	1	1564	1882	0	0	0	0	0	0	782	941	100000	0	18021504	试炼15-4掉落	635
17030656	黄级赤兔+	mwg10.png	70级紫色+1物攻马	70	3	0	5	0	1;2	70	2	500	1	1	2085	2423	0	0	0	0	0	0	1042	1211	150000	0	18021504	试炼15-4掉落	730
17030657	黄级赤兔	mwg10.png	70级橙色物攻马	70	3	0	6	0	1;2	70	2	1000	1	1	2656	3024	0	0	0	0	0	0	1328	1512	0	200000	18021504	试炼15-4掉落	825
17030658	黄级赤兔+	mwg10.png	70级橙色+1物攻马	70	3	0	7	0	1;2	70	2	5000	1	1	3306	3699	0	0	0	0	0	0	1653	1849	0	300000	18021504	试炼15-4掉落	920
17030659	黄级飞电	mfg10.png	70级绿色法攻马	70	3	0	1	0	3	70	2	100	1	1	0	0	0	0	874	959	0	0	456	499	10000	0	18021502	试炼15-2掉落	350
17030660	黄级飞电	mfg10.png	70级蓝色法攻马	70	3	0	2	0	3	70	2	150	1	1	0	0	0	0	1049	1151	0	0	547	599	50000	0	18021502	试炼15-2掉落	445
17030661	黄级飞电+	mfg10.png	70级蓝色+1法攻马	70	3	0	3	0	3	70	2	200	1	1	0	0	0	0	1259	1381	0	0	657	719	80000	0	18021502	试炼15-2掉落	540
17030662	黄级飞电	mfg10.png	70级紫色法攻马	70	3	0	4	0	3	70	2	250	1	1	0	0	0	0	1498	1808	0	0	782	941	100000	0	18021502	试炼15-2掉落	635
17030663	黄级飞电+	mfg10.png	70级紫色+1法攻马	70	3	0	5	0	3	70	2	500	1	1	0	0	0	0	1998	2327	0	0	1042	1211	150000	0	18021502	试炼15-2掉落	730
17030664	黄级飞电	mfg10.png	70级橙色法攻马	70	3	0	6	0	3	70	2	1000	1	1	0	0	0	0	2545	2905	0	0	1328	1512	0	200000	18021502	试炼15-2掉落	825
17030665	黄级飞电+	mfg10.png	70级橙色+1法攻马	70	3	0	7	0	3	70	2	5000	1	1	0	0	0	0	3168	3554	0	0	1653	1849	0	300000	18021502	试炼15-2掉落	920
17030666	黄级的卢	mfg10.png	70级绿色物防马	70	3	0	1	0	0	70	2	100	1	1	0	0	356	391	0	0	0	0	3652	3992	10000	0	18021406	试炼14-6掉落	350
17030667	黄级的卢	mfg10.png	70级蓝色物防马	70	3	0	2	0	0	70	2	150	1	1	0	0	427	469	0	0	0	0	4380	4792	50000	0	18021406	试炼14-6掉落	445
17030668	黄级的卢+	mfg10.png	70级蓝色+1物防马	70	3	0	3	0	0	70	2	200	1	1	0	0	513	563	0	0	0	0	5256	5752	80000	0	18021406	试炼14-6掉落	540
17030669	黄级的卢	mfg10.png	70级紫色物防马	70	3	0	4	0	0	70	2	250	1	1	0	0	611	737	0	0	0	0	6256	7528	100000	0	18021406	试炼14-6掉落	635
17030670	黄级的卢+	mfg10.png	70级紫色+1物防马	70	3	0	5	0	0	70	2	500	1	1	0	0	814	948	0	0	0	0	8340	9692	150000	0	18021406	试炼14-6掉落	730
17030671	黄级的卢	mfg10.png	70级橙色物防马	70	3	0	6	0	0	70	2	1000	1	1	0	0	1037	1183	0	0	0	0	10624	12096	0	200000	18021406	试炼14-6掉落	825
17030672	黄级的卢+	mfg10.png	70级橙色+1物防马	70	3	0	7	0	0	70	2	5000	1	1	0	0	1291	1448	0	0	0	0	13224	14796	0	300000	18021406	试炼14-6掉落	920
17030673	黄级绝影	mff10.png	70级绿色法防马	70	3	0	1	0	0	70	2	100	1	1	0	0	0	0	0	0	356	391	3652	3992	10000	0	18021506	试炼15-6掉落	350
17030674	黄级绝影	mff10.png	70级蓝色法防马	70	3	0	2	0	0	70	2	150	1	1	0	0	0	0	0	0	427	469	4380	4792	50000	0	18021506	试炼15-6掉落	445
17030675	黄级绝影+	mff10.png	70级蓝色+1法防马	70	3	0	3	0	0	70	2	200	1	1	0	0	0	0	0	0	513	563	5256	5752	80000	0	18021506	试炼15-6掉落	540
17030676	黄级绝影	mff10.png	70级紫色法防马	70	3	0	4	0	0	70	2	250	1	1	0	0	0	0	0	0	611	737	6256	7528	100000	0	18021506	试炼15-6掉落	635
17030677	黄级绝影+	mff10.png	70级紫色+1法防马	70	3	0	5	0	0	70	2	500	1	1	0	0	0	0	0	0	814	948	8340	9692	150000	0	18021506	试炼15-6掉落	730
17030678	黄级绝影	mff10.png	70级橙色法防马	70	3	0	6	0	0	70	2	1000	1	1	0	0	0	0	0	0	1037	1183	10624	12096	0	200000	18021506	试炼15-6掉落	825
17030679	黄级绝影+	mff10.png	70级橙色+1法防马	70	3	0	7	0	0	70	2	5000	1	1	0	0	0	0	0	0	1291	1448	13224	14796	0	300000	18021506	试炼15-6掉落	920
17030680	玄级龙胆	wqjz11.png	75级绿色近战武器	75	1	1	1	0	1	75	2	100	1	1	1606	1775	160	177	0	0	0	0	0	0	10000	0	18021601	试炼16-1掉落	405
17030681	玄级龙胆	wqjz11.png	75级蓝色近战武器	75	1	1	2	0	1	75	2	150	1	1	1927	2130	192	213	0	0	0	0	0	0	50000	0	18021601	试炼16-1掉落	505
17030682	玄级龙胆+	wqjz11.png	75级蓝色+1近战武器	75	1	1	3	0	1	75	2	200	1	1	2313	2555	231	255	0	0	0	0	0	0	80000	0	18021601	试炼16-1掉落	605
17030683	玄级龙胆	wqjz11.png	75级紫色近战武器	75	1	1	4	0	1	75	2	250	1	1	2752	3345	275	334	0	0	0	0	0	0	100000	0	18021601	试炼16-1掉落	705
17030684	玄级龙胆+	wqjz11.png	75级紫色+1近战武器	75	1	1	5	0	1	75	2	500	1	1	3669	4306	366	430	0	0	0	0	0	0	150000	0	18021601	试炼16-1掉落	805
17030685	玄级龙胆	wqjz11.png	75级橙色近战武器	75	1	1	6	0	1	75	2	1000	1	1	4673	5374	467	537	0	0	0	0	0	0	0	200000	18021601	试炼16-1掉落	905
17030686	玄级龙胆+	wqjz11.png	75级橙色+1近战武器	75	1	1	7	0	1	75	2	5000	1	1	5817	6575	581	657	0	0	0	0	0	0	0	300000	18021601	试炼16-1掉落	1005
17030687	玄级易经	wqms11.png	75级绿色谋士武器	75	1	3	1	0	3	75	2	100	1	1	0	0	0	0	1970	2178	0	0	0	0	10000	0	18021606	试炼16-6掉落	405
17030688	玄级易经	wqms11.png	75级蓝色谋士武器	75	1	3	2	0	3	75	2	150	1	1	0	0	0	0	2364	2613	0	0	0	0	50000	0	18021606	试炼16-6掉落	505
17030689	玄级易经+	wqms11.png	75级蓝色+1谋士武器	75	1	3	3	0	3	75	2	200	1	1	0	0	0	0	2837	3136	0	0	0	0	80000	0	18021606	试炼16-6掉落	605
17030690	玄级易经	wqms11.png	75级紫色谋士武器	75	1	3	4	0	3	75	2	250	1	1	0	0	0	0	3376	4105	0	0	0	0	100000	0	18021606	试炼16-6掉落	705
17030691	玄级易经+	wqms11.png	75级紫色+1谋士武器	75	1	3	5	0	3	75	2	500	1	1	0	0	0	0	4502	5284	0	0	0	0	150000	0	18021606	试炼16-6掉落	805
17030692	玄级易经	wqms11.png	75级橙色谋士武器	75	1	3	6	0	3	75	2	1000	1	1	0	0	0	0	5734	6595	0	0	0	0	0	200000	18021606	试炼16-6掉落	905
17030693	玄级易经+	wqms11.png	75级橙色+1谋士武器	75	1	3	7	0	3	75	2	5000	1	1	0	0	0	0	7138	8069	0	0	0	0	0	300000	18021606	试炼16-6掉落	1005
17030694	玄级落月	wqyc11.png	75级绿色远程武器	75	1	2	1	0	2	75	2	100	1	1	2050	2260	0	0	0	0	0	0	0	0	10000	0	18021604	试炼16-4掉落	405
17030695	玄级落月	wqyc11.png	75级蓝色远程武器	75	1	2	2	0	2	75	2	150	1	1	2460	2712	0	0	0	0	0	0	0	0	50000	0	18021604	试炼16-4掉落	505
17030696	玄级落月+	wqyc11.png	75级蓝色+1远程武器	75	1	2	3	0	2	75	2	200	1	1	2952	3255	0	0	0	0	0	0	0	0	80000	0	18021604	试炼16-4掉落	605
17030697	玄级落月	wqyc11.png	75级紫色远程武器	75	1	2	4	0	2	75	2	250	1	1	3512	4260	0	0	0	0	0	0	0	0	100000	0	18021604	试炼16-4掉落	705
17030698	玄级落月+	wqyc11.png	75级紫色+1远程武器	75	1	2	5	0	2	75	2	500	1	1	4683	5484	0	0	0	0	0	0	0	0	150000	0	18021604	试炼16-4掉落	805
17030699	玄级落月	wqyc11.png	75级橙色远程武器	75	1	2	6	0	2	75	2	1000	1	1	5965	6844	0	0	0	0	0	0	0	0	0	200000	18021604	试炼16-4掉落	905
17030700	玄级落月+	wqyc11.png	75级橙色+1远程武器	75	1	2	7	0	2	75	2	5000	1	1	7425	8374	0	0	0	0	0	0	0	0	0	300000	18021604	试炼16-4掉落	1005
17030701	玄级龙麟	fjwf11.png	75级绿色物理防具	75	2	1	1	0	0	75	2	100	1	1	0	0	803	887	0	0	0	0	1025	1130	10000	0	18021702	试炼17-2掉落	405
17030702	玄级龙麟	fjwf11.png	75级蓝色物理防具	75	2	1	2	0	0	75	2	150	1	1	0	0	963	1065	0	0	0	0	1230	1356	50000	0	18021702	试炼17-2掉落	505
17030703	玄级龙麟+	fjwf11.png	75级蓝色+1物理防具	75	2	1	3	0	0	75	2	200	1	1	0	0	1156	1277	0	0	0	0	1476	1627	80000	0	18021702	试炼17-2掉落	605
17030704	玄级龙麟	fjwf11.png	75级紫色物理防具	75	2	1	4	0	0	75	2	250	1	1	0	0	1376	1672	0	0	0	0	1756	2130	100000	0	18021702	试炼17-2掉落	705
17030705	玄级龙麟+	fjwf11.png	75级紫色+1物理防具	75	2	1	5	0	0	75	2	500	1	1	0	0	1834	2153	0	0	0	0	2341	2742	150000	0	18021702	试炼17-2掉落	805
17030706	玄级龙麟	fjwf11.png	75级橙色物理防具	75	2	1	6	0	0	75	2	1000	1	1	0	0	2336	2687	0	0	0	0	2982	3422	0	200000	18021702	试炼17-2掉落	905
17030707	玄级龙麟+	fjwf11.png	75级橙色+1物理防具	75	2	1	7	0	0	75	2	5000	1	1	0	0	2908	3287	0	0	0	0	3712	4187	0	300000	18021702	试炼17-2掉落	1005
17030708	玄级镜芒	fjff11.png	75级绿色法术防具	75	2	2	1	0	0	75	2	100	1	1	0	0	0	0	0	0	803	887	1025	1130	10000	0	18021602	试炼16-2掉落	405
17030709	玄级镜芒	fjff11.png	75级蓝色法术防具	75	2	2	2	0	0	75	2	150	1	1	0	0	0	0	0	0	963	1065	1230	1356	50000	0	18021602	试炼16-2掉落	505
17030710	玄级镜芒+	fjff11.png	75级蓝色+1法术防具	75	2	2	3	0	0	75	2	200	1	1	0	0	0	0	0	0	1156	1277	1476	1627	80000	0	18021602	试炼16-2掉落	605
17030711	玄级镜芒	fjff11.png	75级紫色法术防具	75	2	2	4	0	0	75	2	250	1	1	0	0	0	0	0	0	1376	1672	1756	2130	100000	0	18021602	试炼16-2掉落	705
17030712	玄级镜芒+	fjff11.png	75级紫色+1法术防具	75	2	2	5	0	0	75	2	500	1	1	0	0	0	0	0	0	1834	2153	2341	2742	150000	0	18021602	试炼16-2掉落	805
17030713	玄级镜芒	fjff11.png	75级橙色法术防具	75	2	2	6	0	0	75	2	1000	1	1	0	0	0	0	0	0	2336	2687	2982	3422	0	200000	18021602	试炼16-2掉落	905
17030714	玄级镜芒+	fjff11.png	75级橙色+1法术防具	75	2	2	7	0	0	75	2	5000	1	1	0	0	0	0	0	0	2908	3287	3712	4187	0	300000	18021602	试炼16-2掉落	1005
17030715	玄级赤兔	mwg11.png	75级绿色物攻马	75	3	0	1	0	1;2	75	2	100	1	1	1025	1130	0	0	0	0	0	0	512	565	10000	0	18021701	试炼17-1掉落	405
17030716	玄级赤兔	mwg11.png	75级蓝色物攻马	75	3	0	2	0	1;2	75	2	150	1	1	1230	1356	0	0	0	0	0	0	615	678	50000	0	18021701	试炼17-1掉落	505
17030717	玄级赤兔+	mwg11.png	75级蓝色+1物攻马	75	3	0	3	0	1;2	75	2	200	1	1	1476	1627	0	0	0	0	0	0	738	813	80000	0	18021701	试炼17-1掉落	605
17030718	玄级赤兔	mwg11.png	75级紫色物攻马	75	3	0	4	0	1;2	75	2	250	1	1	1756	2130	0	0	0	0	0	0	878	1065	100000	0	18021701	试炼17-1掉落	705
17030719	玄级赤兔+	mwg11.png	75级紫色+1物攻马	75	3	0	5	0	1;2	75	2	500	1	1	2341	2742	0	0	0	0	0	0	1170	1371	150000	0	18021701	试炼17-1掉落	805
17030720	玄级赤兔	mwg11.png	75级橙色物攻马	75	3	0	6	0	1;2	75	2	1000	1	1	2982	3422	0	0	0	0	0	0	1491	1711	0	200000	18021701	试炼17-1掉落	905
17030721	玄级赤兔+	mwg11.png	75级橙色+1物攻马	75	3	0	7	0	1;2	75	2	5000	1	1	3712	4187	0	0	0	0	0	0	1856	2093	0	300000	18021701	试炼17-1掉落	1005
17030722	玄级飞电	mfg11.png	75级绿色法攻马	75	3	0	1	0	3	75	2	100	1	1	0	0	0	0	985	1089	0	0	512	565	10000	0	18021605	试炼16-5掉落	405
17030723	玄级飞电	mfg11.png	75级蓝色法攻马	75	3	0	2	0	3	75	2	150	1	1	0	0	0	0	1182	1306	0	0	615	678	50000	0	18021605	试炼16-5掉落	505
17030724	玄级飞电+	mfg11.png	75级蓝色+1法攻马	75	3	0	3	0	3	75	2	200	1	1	0	0	0	0	1418	1568	0	0	738	813	80000	0	18021605	试炼16-5掉落	605
17030725	玄级飞电	mfg11.png	75级紫色法攻马	75	3	0	4	0	3	75	2	250	1	1	0	0	0	0	1688	2052	0	0	878	1065	100000	0	18021605	试炼16-5掉落	705
17030726	玄级飞电+	mfg11.png	75级紫色+1法攻马	75	3	0	5	0	3	75	2	500	1	1	0	0	0	0	2251	2642	0	0	1170	1371	150000	0	18021605	试炼16-5掉落	805
17030727	玄级飞电	mfg11.png	75级橙色法攻马	75	3	0	6	0	3	75	2	1000	1	1	0	0	0	0	2867	3297	0	0	1491	1711	0	200000	18021605	试炼16-5掉落	905
17030728	玄级飞电+	mfg11.png	75级橙色+1法攻马	75	3	0	7	0	3	75	2	5000	1	1	0	0	0	0	3569	4034	0	0	1856	2093	0	300000	18021605	试炼16-5掉落	1005
17030729	玄级的卢	mfg11.png	75级绿色物防马	75	3	0	1	0	0	75	2	100	1	1	0	0	401	443	0	0	0	0	4100	4520	10000	0	18021602	试炼16-2掉落	405
17030730	玄级的卢	mfg11.png	75级蓝色物防马	75	3	0	2	0	0	75	2	150	1	1	0	0	481	532	0	0	0	0	4920	5424	50000	0	18021602	试炼16-2掉落	505
17030731	玄级的卢+	mfg11.png	75级蓝色+1物防马	75	3	0	3	0	0	75	2	200	1	1	0	0	578	638	0	0	0	0	5904	6508	80000	0	18021602	试炼16-2掉落	605
17030732	玄级的卢	mfg11.png	75级紫色物防马	75	3	0	4	0	0	75	2	250	1	1	0	0	688	836	0	0	0	0	7024	8520	100000	0	18021602	试炼16-2掉落	705
17030733	玄级的卢+	mfg11.png	75级紫色+1物防马	75	3	0	5	0	0	75	2	500	1	1	0	0	917	1076	0	0	0	0	9364	10968	150000	0	18021602	试炼16-2掉落	805
17030734	玄级的卢	mfg11.png	75级橙色物防马	75	3	0	6	0	0	75	2	1000	1	1	0	0	1168	1343	0	0	0	0	11928	13688	0	200000	18021602	试炼16-2掉落	905
17030735	玄级的卢+	mfg11.png	75级橙色+1物防马	75	3	0	7	0	0	75	2	5000	1	1	0	0	1454	1643	0	0	0	0	14848	16748	0	300000	18021602	试炼16-2掉落	1005
17030736	玄级绝影	mff11.png	75级绿色法防马	75	3	0	1	0	0	75	2	100	1	1	0	0	0	0	0	0	401	443	4100	4520	10000	0	18021703	试炼17-3掉落	405
17030737	玄级绝影	mff11.png	75级蓝色法防马	75	3	0	2	0	0	75	2	150	1	1	0	0	0	0	0	0	481	532	4920	5424	50000	0	18021703	试炼17-3掉落	505
17030738	玄级绝影+	mff11.png	75级蓝色+1法防马	75	3	0	3	0	0	75	2	200	1	1	0	0	0	0	0	0	578	638	5904	6508	80000	0	18021703	试炼17-3掉落	605
17030739	玄级绝影	mff11.png	75级紫色法防马	75	3	0	4	0	0	75	2	250	1	1	0	0	0	0	0	0	688	836	7024	8520	100000	0	18021703	试炼17-3掉落	705
17030740	玄级绝影+	mff11.png	75级紫色+1法防马	75	3	0	5	0	0	75	2	500	1	1	0	0	0	0	0	0	917	1076	9364	10968	150000	0	18021703	试炼17-3掉落	805
17030741	玄级绝影	mff11.png	75级橙色法防马	75	3	0	6	0	0	75	2	1000	1	1	0	0	0	0	0	0	1168	1343	11928	13688	0	200000	18021703	试炼17-3掉落	905
17030742	玄级绝影+	mff11.png	75级橙色+1法防马	75	3	0	7	0	0	75	2	5000	1	1	0	0	0	0	0	0	1454	1643	14848	16748	0	300000	18021703	试炼17-3掉落	1005
17030743	地级龙胆	wqjz12.png	80级绿色近战武器	80	1	1	1	0	1	80	2	100	1	1	1817	1997	181	199	0	0	0	0	0	0	10000	0	18021704	试炼17-4掉落	465
17030744	地级龙胆	wqjz12.png	80级蓝色近战武器	80	1	1	2	0	1	80	2	150	1	1	2180	2396	218	239	0	0	0	0	0	0	50000	0	18021704	试炼17-4掉落	570
17030745	地级龙胆+	wqjz12.png	80级蓝色+1近战武器	80	1	1	3	0	1	80	2	200	1	1	2616	2876	261	287	0	0	0	0	0	0	80000	0	18021704	试炼17-4掉落	675
17030746	地级龙胆	wqjz12.png	80级紫色近战武器	80	1	1	4	0	1	80	2	250	1	1	3113	3764	311	376	0	0	0	0	0	0	100000	0	18021704	试炼17-4掉落	780
17030747	地级龙胆+	wqjz12.png	80级紫色+1近战武器	80	1	1	5	0	1	80	2	500	1	1	4151	4846	415	484	0	0	0	0	0	0	150000	0	18021704	试炼17-4掉落	885
17030748	地级龙胆	wqjz12.png	80级橙色近战武器	80	1	1	6	0	1	80	2	1000	1	1	5287	6047	528	604	0	0	0	0	0	0	0	200000	18021704	试炼17-4掉落	990
17030749	地级龙胆+	wqjz12.png	80级橙色+1近战武器	80	1	1	7	0	1	80	2	5000	1	1	6581	7398	658	739	0	0	0	0	0	0	0	300000	18021704	试炼17-4掉落	1095
17030750	地级易经	wqms12.png	80级绿色谋士武器	80	1	3	1	0	3	80	2	100	1	1	0	0	0	0	2230	2451	0	0	0	0	10000	0	18021706	试炼17-6掉落	465
17030751	地级易经	wqms12.png	80级蓝色谋士武器	80	1	3	2	0	3	80	2	150	1	1	0	0	0	0	2676	2941	0	0	0	0	50000	0	18021706	试炼17-6掉落	570
17030752	地级易经+	wqms12.png	80级蓝色+1谋士武器	80	1	3	3	0	3	80	2	200	1	1	0	0	0	0	3211	3529	0	0	0	0	80000	0	18021706	试炼17-6掉落	675
17030753	地级易经	wqms12.png	80级紫色谋士武器	80	1	3	4	0	3	80	2	250	1	1	0	0	0	0	3821	4620	0	0	0	0	100000	0	18021706	试炼17-6掉落	780
17030754	地级易经+	wqms12.png	80级紫色+1谋士武器	80	1	3	5	0	3	80	2	500	1	1	0	0	0	0	5095	5947	0	0	0	0	150000	0	18021706	试炼17-6掉落	885
17030755	地级易经	wqms12.png	80级橙色谋士武器	80	1	3	6	0	3	80	2	1000	1	1	0	0	0	0	6488	7422	0	0	0	0	0	200000	18021706	试炼17-6掉落	990
17030756	地级易经+	wqms12.png	80级橙色+1谋士武器	80	1	3	7	0	3	80	2	5000	1	1	0	0	0	0	8077	9080	0	0	0	0	0	300000	18021706	试炼17-6掉落	1095
17030757	地级落月	wqyc12.png	80级绿色远程武器	80	1	2	1	0	2	80	2	100	1	1	2313	2540	0	0	0	0	0	0	0	0	10000	0	18021705	试炼17-5掉落	465
17030758	地级落月	wqyc12.png	80级蓝色远程武器	80	1	2	2	0	2	80	2	150	1	1	2775	3048	0	0	0	0	0	0	0	0	50000	0	18021705	试炼17-5掉落	570
17030759	地级落月+	wqyc12.png	80级蓝色+1远程武器	80	1	2	3	0	2	80	2	200	1	1	3330	3657	0	0	0	0	0	0	0	0	80000	0	18021705	试炼17-5掉落	675
17030760	地级落月	wqyc12.png	80级紫色远程武器	80	1	2	4	0	2	80	2	250	1	1	3963	4787	0	0	0	0	0	0	0	0	100000	0	18021705	试炼17-5掉落	780
