#武将ID	名称	头像	兵种	等级	星级	品质	分类（其中type=1为近战，type=2为远程，type=3为谋士）	武将模型（无用）	物理攻击	物理防御	法术攻击	法术防御	生命	技能ID	初始怒气	怒气值上限	武将怒气增长方式（1=攻击增加怒气，2=被攻击增加怒气，3=攻击和被攻击都增加怒气）	每次怒气增加点数	战斗力	待机动画文件	攻击动画(无用)	被攻击动画	普通攻击	技能攻击
id	name	icon	race	level	star	color	type	model	phyatk	phydef	mgcatk	mgcdef	hp	skillid	initanger	angerpiont	angerincrease	angeraddnum	power	idleanimation	attackanimation	attackedanimation	commonattack	skillattack
24010156	黄巾力士	imghead012.png	1	30	3	1	1	0	1641	295	0	567	11174	14020062	1	3	1	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010157	高顺	imghead052.png	3	30	3	2	1	0	1641	295	0	567	11174	14020015	1	3	2	1	3620	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24010158	连弩兵	imghead012.png	4	30	3	1	2	0	2676	268	0	134	8878	14020014	1	3	1	1	3965	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010159	弓骑兵	imghead012.png	6	30	3	1	2	0	2676	268	0	134	8878	14020003	1	3	1	1	3965	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010160	火计谋士	imghead012.png	7	30	3	1	3	0	0	132	1886	605	7723	14020025	1	3	1	1	3395	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010161	水计谋士	imghead012.png	8	30	3	1	3	0	0	132	1886	605	7723	14020017	1	3	1	1	3395	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010162	颜良	imghead124.png	1	30	3	2	1	0	1641	295	0	567	11174	14020037	1	3	1	1	3620	liubei01_;9	0	liubei01ss_;9	29020008	29011022
24010163	重步兵	imghead012.png	1	30	3	1	1	0	1641	295	0	567	11174	14020037	1	3	2	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010164	重骑兵	imghead012.png	3	30	3	1	1	0	1641	295	0	567	11174	14020039	1	4	3	1	3620	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010165	连弩兵	imghead012.png	4	30	3	1	2	0	2676	268	0	134	8878	14020013	1	3	1	1	3965	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010166	雷计谋士	imghead012.png	8	30	3	1	3	0	0	132	1886	605	7723	14020064	1	3	1	1	3395	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010167	医疗兵	imghead012.png	10	30	3	1	3	0	0	132	1886	605	7723	14020048	1	3	1	1	3395	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010168	黄巾力士	imghead012.png	1	30	3	1	1	0	1641	295	0	567	11174	14020057	1	3	1	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010169	重步兵	imghead012.png	1	30	3	1	1	0	1641	295	0	567	11174	14020039	1	3	1	1	3620	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010170	重骑兵	imghead012.png	3	30	3	1	1	0	1641	295	0	567	11174	14020084	1	3	1	1	3620	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010171	杨秋	imghead508.png	3	30	3	2	1	0	1641	295	0	567	11174	14020083	1	3	1	1	3620	daoqi01_;9	0	daoqi01ss_;9	29020025	29011047
24010172	水计谋士	imghead012.png	8	30	3	1	3	0	0	132	1886	605	7723	14020032	1	3	1	1	3395	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010173	医疗兵	imghead012.png	10	30	3	1	3	0	0	132	1886	605	7723	14020048	1	3	1	1	3395	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010174	重步兵	imghead012.png	1	31	3	1	1	0	1746	314	0	587	11963	14020031	1	3	1	1	3843	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010175	重骑兵	imghead012.png	3	31	3	1	1	0	1746	314	0	587	11963	14020069	1	3	2	1	3843	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010176	弓骑兵	imghead012.png	6	31	3	1	2	0	2819	282	0	141	9514	14020030	1	3	1	1	4193	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010177	刘综	imghead503.png	7	31	3	2	3	0	0	140	1998	623	8286	14020063	1	3	1	1	3589	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010178	水计谋士	imghead012.png	8	31	3	1	3	0	0	140	1998	623	8286	14020071	1	3	1	1	3589	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010179	医疗兵	imghead012.png	10	31	3	1	3	0	0	140	1998	623	8286	14020047	1	2	1	1	3589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010180	黄巾力士	imghead012.png	1	31	3	1	1	0	1746	314	0	587	11963	14020038	1	3	1	1	3843	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010181	尹楷	imghead502.png	3	31	3	2	1	0	1746	314	0	587	11963	14020037	1	3	1	1	3843	maochao01_;9	0	maochao01ss_;9	29020010	29010010
24010182	连弩兵	imghead012.png	4	31	3	1	2	0	2819	282	0	141	9514	14020039	1	3	1	1	4193	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010183	火计谋士	imghead012.png	7	31	3	1	3	0	0	140	1998	623	8286	14020074	1	3	1	1	3589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010184	雷计谋士	imghead012.png	8	31	3	1	3	0	0	140	1998	623	8286	14020054	1	3	1	1	3589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010185	水计谋士	imghead012.png	8	31	3	1	3	0	0	140	1998	623	8286	14020053	1	3	1	1	3589	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010186	连弩兵	imghead071.png	4	31	3	1	2	0	2819	282	0	141	9514	14020028	1	2	1	1	4193	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010187	重步兵	imghead012.png	1	31	3	1	1	0	1746	314	0	587	11963	14020029	1	3	1	1	3843	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010188	重骑兵	imghead012.png	3	31	3	1	1	0	1746	314	0	587	11963	14020030	1	3	1	1	3843	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010189	张横	imghead507.png	2	31	3	2	1	0	1746	314	0	587	11963	14020051	1	3	1	1	3843	liubei01_;9	0	liubei01ss_;9	29020008	29011022
24010190	火计谋士	imghead012.png	7	31	3	1	3	0	0	140	1998	623	8286	14020025	1	3	1	1	3589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010191	雷计谋士	imghead012.png	8	31	3	1	3	0	0	140	1998	623	8286	14020064	1	3	1	1	3589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010192	大乔	imghead513.png	7	31	3	4	3	0	0	256	3673	1012	27535	14010018	1	3	1	1	5130	daqiao01_;13	0	daqiao01ss_;9	29020002	29010008
24010193	重步兵	imghead012.png	1	31	3	1	1	0	1746	314	0	587	11963	14020039	1	3	2	1	3843	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010194	重骑兵	imghead012.png	3	31	3	1	1	0	1746	314	0	587	11963	14020004	1	3	1	1	3843	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010195	骑射手	imghead012.png	6	31	3	1	2	0	2819	282	0	141	9514	14020005	1	3	1	1	4193	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010196	水计谋士	imghead012.png	8	31	3	1	3	0	0	140	1998	623	8286	14020010	1	3	1	1	3589	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010197	医疗兵	imghead012.png	10	31	3	1	3	0	0	140	1998	623	8286	14020045	1	3	1	1	3589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010198	黄巾力士	imghead012.png	1	32	3	1	1	0	1851	333	0	607	12771	14020068	1	3	1	1	4068	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010199	重骑兵	imghead012.png	3	32	3	1	1	0	1851	333	0	607	12771	14020069	1	3	1	1	4068	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010200	蔡瑁	imghead504.png	6	32	3	2	2	0	2957	296	0	148	10167	14020082	1	3	1	1	4417	sunce01_;9	0	sunce01ss_;9	29020013	29011016
24010201	雷计谋士	imghead012.png	8	32	3	1	3	0	0	147	2107	640	8865	14020063	1	4	1	1	3780	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010202	水计谋士	imghead012.png	8	32	3	1	3	0	0	147	2107	640	8865	14020035	1	3	1	1	3780	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010203	医疗兵	imghead012.png	10	32	3	1	3	0	0	147	2107	640	8865	14020044	1	3	1	1	3780	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010204	重骑兵	imghead012.png	3	32	3	1	1	0	1851	333	0	607	12771	14020080	1	3	1	1	4068	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010205	连弩兵	imghead012.png	4	32	3	1	2	0	2957	296	0	148	10167	14020023	1	3	1	1	4417	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010206	骑射手	imghead012.png	6	32	3	1	2	0	2957	296	0	148	10167	14020004	1	3	1	1	4417	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010207	弓骑兵	imghead012.png	6	32	3	1	2	0	2957	296	0	148	10167	14020061	1	3	1	1	4417	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010208	火计谋士	imghead012.png	7	32	3	1	3	0	0	147	2107	640	8865	14020058	1	3	1	1	3780	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24010209	刘表	imghead509.png	8	32	3	2	3	0	0	147	2107	640	8865	14020026	1	3	1	1	3780	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010210	弓骑兵	imghead104.png	6	32	3	1	2	0	2957	296	0	148	10167	14020012	1	4	1	1	4417	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010211	黄巾力士	imghead012.png	1	32	3	1	1	0	1851	333	0	607	12771	14020013	1	3	2	1	4068	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010212	马腾	imghead072.png	2	32	3	2	1	0	1851	333	0	607	12771	14020014	1	4	2	1	4068	xuchu01_;9	0	xuchu01ss_;9	29020017	29011015
24010213	骑射手	imghead012.png	6	32	3	1	2	0	2957	296	0	148	10167	14020015	1	3	1	1	4417	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010214	雷计谋士	imghead012.png	8	32	3	1	3	0	0	147	2107	640	8865	14020017	1	3	1	1	3780	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010215	医疗兵	imghead012.png	10	32	3	1	3	0	0	147	2107	640	8865	14020093	1	3	1	1	3780	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010216	黄巾力士	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020005	1	4	2	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010217	重步兵	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020031	1	3	2	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010218	重骑兵	imghead012.png	3	33	3	1	1	0	1955	352	0	626	13600	14020077	1	3	1	1	4293	qibing01_;11	0	qibing01ss_;13	29030006	29040106
24010219	弓骑兵	imghead012.png	6	33	3	1	2	0	3093	309	0	155	10837	14020050	1	3	1	1	4640	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010220	高干	imghead510.png	7	33	3	2	3	0	0	155	2215	656	9458	14020063	1	3	1	1	3971	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24010221	水计谋士	imghead012.png	8	33	3	1	3	0	0	155	2215	656	9458	14020027	1	3	1	1	3971	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010222	黄巾力士	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020004	1	3	1	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010223	重步兵	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020037	1	3	1	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010224	袁胤	imghead508.png	6	33	3	2	2	0	3093	309	0	155	10837	14020062	1	3	1	1	4640	sunjian01_;9	0	sunjian01ss_;9	29020014	29011021
24010225	火计谋士	imghead012.png	7	33	3	1	3	0	0	155	2215	656	9458	14020055	1	3	1	1	3971	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010226	雷计谋士	imghead012.png	8	33	3	1	3	0	0	155	2215	656	9458	14020032	1	3	1	1	3971	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010227	医疗兵	imghead012.png	10	33	3	1	3	0	0	155	2215	656	9458	14020093	1	3	1	1	3971	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010228	黄巾力士	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020084	1	4	2	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010229	重步兵	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020060	1	3	2	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010230	骑射手	imghead012.png	6	33	3	1	2	0	3093	309	0	155	10837	14020021	1	3	1	1	4640	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010231	纪灵	imghead117.png	2	33	3	2	1	0	1955	352	0	626	13600	14020002	1	3	1	1	4293	liubei01_;9	0	liubei01ss_;9	29020008	29011022
24010232	雷计谋士	imghead012.png	8	33	3	1	3	0	0	155	2215	656	9458	14020018	1	3	1	1	3971	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010233	水计谋士	imghead012.png	8	33	3	1	3	0	0	155	2215	656	9458	14020009	1	3	1	1	3971	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010234	太史慈	imghead035.png	1	33	3	4	1	0	2661	598	0	940	45852	14010022	1	3	1	1	6300	liubei01_;9	0	liubei01ss_;9	29020008	29011022
24010235	黄巾力士	imghead012.png	1	33	3	1	1	0	1955	352	0	626	13600	14020062	1	3	1	1	4293	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010236	重骑兵	imghead012.png	3	33	3	1	1	0	1955	352	0	626	13600	14020049	1	3	1	1	4293	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010237	连弩兵	imghead012.png	4	33	3	1	2	0	3093	309	0	155	10837	14020003	1	3	1	1	4640	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010238	弓骑兵	imghead012.png	6	33	3	1	2	0	3093	309	0	155	10837	14020004	1	3	1	1	4640	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010239	医疗兵	imghead012.png	10	33	3	1	3	0	0	155	2215	656	9458	14020044	1	2	1	1	3971	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010240	车下虎士	imghead012.png	2	34	3	1	1	0	2059	371	0	645	14449	14020001	1	3	1	1	4519	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010241	禁卫军	imghead012.png	3	34	3	1	1	0	2059	371	0	645	14449	14020067	1	3	2	1	4519	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010242	连弩兵	imghead012.png	4	34	3	1	2	0	3225	322	0	161	11525	14020066	1	3	1	1	4860	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010243	骑射手	imghead012.png	6	34	3	1	2	0	3225	322	0	161	11525	14020083	1	3	1	1	4860	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010244	弓骑兵	imghead012.png	6	34	3	1	2	0	3225	322	0	161	11525	14020085	1	3	1	1	4860	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010245	孙观	imghead502.png	7	34	3	2	3	0	0	162	2321	671	10068	14020074	1	3	1	1	4160	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010246	水计谋士	imghead012.png	8	34	3	1	3	0	0	162	2321	671	10068	14020092	1	4	2	1	4160	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010247	车下虎士	imghead012.png	2	34	3	1	1	0	2059	371	0	645	14449	14020039	1	3	2	1	4519	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010248	黄巾力士	imghead012.png	1	34	3	1	1	0	2059	371	0	645	14449	14020057	1	3	1	1	4519	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010249	邓羲	imghead504.png	3	34	3	2	1	0	2059	371	0	645	14449	14020067	1	3	1	1	4519	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24010250	连弩兵	imghead012.png	4	34	3	1	2	0	3225	322	0	161	11525	14020002	1	3	1	1	4860	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010251	骑射手	imghead012.png	6	34	3	1	2	0	3225	322	0	161	11525	14020067	1	3	1	1	4860	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010252	弓骑兵	imghead012.png	6	34	3	1	2	0	3225	322	0	161	11525	14020004	1	3	1	1	4860	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010253	医疗兵	imghead012.png	10	34	3	1	3	0	0	162	2321	671	10068	14020044	1	3	1	1	4160	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010254	车下虎士	imghead015.png	2	34	3	1	1	0	2059	371	0	645	14449	14020038	1	3	1	1	4519	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010255	黄巾力士	imghead012.png	1	34	3	1	1	0	2059	371	0	645	14449	14020051	1	3	1	1	4519	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010256	禁卫军	imghead012.png	3	34	3	1	1	0	2059	371	0	645	14449	14020001	1	3	1	1	4519	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010257	田畴	imghead504.png	3	34	3	2	1	0	2059	371	0	645	14449	14020036	1	2	1	1	4519	fuqi01_;11	0	fuqi01ss_;11	29020026	29011031
24010258	骑射手	imghead012.png	6	34	3	1	2	0	3225	322	0	161	11525	14020061	1	3	1	1	4860	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010259	弓骑兵	imghead012.png	6	34	3	1	2	0	3225	322	0	161	11525	14020036	1	2	1	1	4860	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010260	火计谋士	imghead012.png	7	34	3	1	3	0	0	162	2321	671	10068	14020089	1	3	1	1	4160	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010261	车下虎士	imghead012.png	2	35	3	1	1	0	2162	389	0	664	15319	14020059	1	4	3	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010262	邓芝	imghead510.png	2	35	3	2	1	0	2162	389	0	664	15319	14020084	1	3	1	1	4746	chuibu01_;11	0	chuibu01ss_;11	29020024	29011035
24010263	禁卫军	imghead012.png	3	35	3	1	1	0	2162	389	0	664	15319	14020061	1	4	3	1	4746	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010264	骑射手	imghead012.png	6	35	3	1	2	0	3353	335	0	168	12230	14020082	1	3	1	1	5079	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010265	雷计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020091	1	3	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010266	水计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020094	1	3	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010267	医疗兵	imghead012.png	10	35	3	1	3	0	0	170	2425	686	10693	14020044	1	3	1	1	4350	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010268	黄巾力士	imghead012.png	1	35	3	1	1	0	2162	389	0	664	15319	14020050	1	3	1	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010269	禁卫军	imghead012.png	3	35	3	1	1	0	2162	389	0	664	15319	14020030	1	3	1	1	4746	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010270	连弩兵	imghead012.png	4	35	3	1	2	0	3353	335	0	168	12230	14020022	1	3	1	1	5079	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010271	骑射手	imghead012.png	6	35	3	1	2	0	3353	335	0	168	12230	14020049	1	3	1	1	5079	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010272	弓骑兵	imghead012.png	6	35	3	1	2	0	3353	335	0	168	12230	14020083	1	3	1	1	5079	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010273	谯周	imghead503.png	8	35	3	2	3	0	0	170	2425	686	10693	14020019	1	3	1	1	4350	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010274	水计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020072	1	3	1	1	4350	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010275	禁卫军	imghead012.png	3	35	3	1	1	0	2162	389	0	664	15319	14020037	1	3	1	1	4746	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010276	车下虎士	imghead012.png	2	35	3	1	1	0	2162	389	0	664	15319	14020061	1	3	1	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010277	霍峻	imghead505.png	3	35	3	2	1	0	2162	389	0	664	15319	14020066	1	3	1	1	4746	fuqi01_;11	0	fuqi01ss_;11	29020012	29010007
24010278	连弩兵	imghead012.png	4	35	3	1	2	0	3353	335	0	168	12230	14020077	1	3	1	1	5079	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040104
24010279	雷计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020008	1	2	1	1	4350	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010280	水计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020064	1	3	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010281	医疗兵	imghead012.png	10	35	3	1	3	0	0	170	2425	686	10693	14020044	1	3	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010282	魏延	imghead025.png	2	35	3	4	1	0	2966	667	0	939	52078	14010015	1	3	2	1	7014	chuibu01_;11	0	chuibu01ss_;11	29020024	29011035
24010283	车下虎士	imghead012.png	2	35	3	1	1	0	2162	389	0	664	15319	14020030	1	3	1	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010284	黄巾力士	imghead012.png	1	35	3	1	1	0	2162	389	0	664	15319	14020037	1	3	1	1	4746	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010285	连弩兵	imghead012.png	4	35	3	1	2	0	3353	335	0	168	12230	14020039	1	3	1	1	5079	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010286	弓骑兵	imghead012.png	6	35	3	1	2	0	3353	335	0	168	12230	14020023	1	3	1	1	5079	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010287	雷计谋士	imghead012.png	8	35	3	1	3	0	0	170	2425	686	10693	14020009	1	3	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010288	医疗兵	imghead012.png	10	35	3	1	3	0	0	170	2425	686	10693	14020017	1	3	1	1	4350	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010289	车下虎士	imghead012.png	2	36	3	1	1	0	2491	448	0	750	17829	14020021	1	3	1	1	4975	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010290	黄巾力士	imghead012.png	1	36	3	1	1	0	2491	448	0	750	17829	14020004	1	3	1	1	4975	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010291	崔勇	imghead508.png	3	36	3	2	1	0	2491	448	0	750	17829	14020052	1	3	1	1	4975	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24010292	骑射手	imghead012.png	6	36	3	1	2	0	3826	382	0	191	14248	14020050	1	3	1	1	5296	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010293	弓骑兵	imghead012.png	6	36	3	1	2	0	3479	348	0	174	12953	14020002	1	3	1	1	5296	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010294	雷计谋士	imghead012.png	8	36	3	1	3	0	0	177	2527	700	11333	14020092	1	3	1	1	4537	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010295	水计谋士	imghead012.png	8	36	3	1	3	0	0	194	2779	770	12466	14020018	1	3	1	1	4537	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010296	车下虎士	imghead012.png	2	36	3	1	1	0	2491	448	0	750	17829	14020003	1	3	1	1	4975	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010297	黄巾力士	imghead012.png	1	36	3	1	1	0	2491	448	0	750	17829	14020023	1	3	1	1	4975	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010298	骑射手	imghead012.png	6	36	3	1	2	0	3826	382	0	191	14248	14020022	1	3	1	1	5296	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010299	弓骑兵	imghead012.png	6	36	3	1	2	0	3479	348	0	174	12953	14020005	1	3	1	1	5296	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010300	火计谋士	imghead012.png	7	36	3	1	3	0	0	194	2779	770	12466	14020063	1	3	1	1	4537	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010301	雷计谋士	imghead012.png	8	36	3	1	3	0	0	177	2527	700	11333	14020033	1	4	2	1	4537	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010302	陈宫	imghead051.png	8	36	3	2	3	0	0	194	2779	770	12466	14020010	1	3	1	1	4537	guojia01_;9	0	guojia01ss_;9	29020006	29011043
24010303	雷计谋士	imghead049.png	8	36	3	1	3	0	0	177	2527	700	11333	14020087	1	3	1	1	4537	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010304	车下虎士	imghead012.png	2	36	3	1	1	0	2491	448	0	750	17829	14020030	1	3	2	1	4975	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010305	连弩兵	imghead012.png	4	36	3	1	2	0	3826	382	0	191	14248	14020021	1	3	1	1	5296	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010306	弓骑兵	imghead012.png	6	36	3	1	2	0	3826	382	0	191	14248	14020052	1	3	1	1	5296	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010307	火计谋士	imghead012.png	7	36	3	1	3	0	0	194	2779	770	12466	14020063	1	3	1	1	4537	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010308	步练师	imghead516.png	8	36	3	2	3	0	0	194	2779	770	12466	14020027	1	3	1	1	4537	diaocan01_;9	0	diaocan01ss_;9	29020016	29011038
24010309	医疗兵	imghead012.png	10	36	3	1	3	0	0	177	2527	700	11333	14020044	1	3	1	1	4537	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010310	车下虎士	imghead012.png	2	37	3	1	1	0	2603	468	0	768	18832	14020049	1	3	1	1	5204	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010311	邓羲	imghead504.png	2	37	3	2	1	0	2603	468	0	768	18832	14020014	1	3	1	1	5204	chuibu01_;11	0	diaocan01ss_;9	29020024	29011035
24010312	连弩兵	imghead012.png	4	37	3	1	2	0	3961	396	0	198	15061	14020023	1	3	1	1	5510	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010313	弓骑兵	imghead012.png	6	37	3	1	2	0	3601	360	0	180	13692	14020029	1	3	1	1	5510	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
